,text,label,src,base
1225,"The study identified the common themes of care from both the perspectives, which have been foundrelevant in terms of challenges identified in many developing countries including India. The study framework identified new themes like management of emergencies in complicated cases, privacy and cost of care which both the group felt is relevant in the context of providing quality care during childbirth in low resource setting. The key challenges identified by both the groups can be prioritized, when developing quality improvement program in the health facilities. The identified components of care can match the supply with the demand for care and make the services truly responsive to user needs.",1,pubmed_human,1
10,"(CNN) He's been part of a wildly popular superhero team since its very beginning. But there's something we never knew about Bobby Drake, aka Iceman of the X-Men. Wednesday's issue of ""All-New X-Men"" No. 40 reveals the truth: Bobby is gay. ""There are thousands if not millions of stories of people who, for many different reasons, felt the need to hide their sexuality,"" Brian Michael Bendis, who wrote the issue, said in a statement to CNN. ""The X-Men, with the conceit of time travel, give us a fascinating platform in which to examine such personal journeys. This is just the first little chapter of a much larger story that will be told."" Iceman's outing happens in an unusual manner. In the ""All-New X-Men"" storyline, members of the X-Men team travel to the past, as younger versions of themselves. Mind-reading mutant Jean Grey (also an X-Men original) asks Bobby why he calls women ""hot,"" when she knows he is gay. In comic book pages provided to CNN, Bobby doesn't immediately acknowledge that she is telling the truth. The character of Iceman is perhaps best known for his appearances in many of the ""X-Men"" films, as well as the 1981 animated series ""Spider-Man and His Amazing Friends."" The ""X-Men"" series of comics have long been progressive in terms of diversity, with a black female character, Storm, appearing in the 1970s, and the first gay mainstream comic book character, Northstar (who later married in the pages). DC Comics has also had prominent gay characters in recent years, like Batwoman and the original Green Lantern of Earth 2. Catwoman recently came out as bisexual, and Harley Quinn is portrayed that way as well. Bendis further shared his thoughts on Twitter about the attention surrounding the story when it leaked on Tuesday: ""i swear on my dogs, i wanted the issue to come out and just be. no press. no sensational headlines. no leaks. oh, well...""",1,cnn_human,0
914,"I honestly expected more from this movie. That may have been the problem. There was not one time when the camera was still - ever. On close ups, the camera shakes, the subjects move, and I get a headache. The cuts are so often and so fast, that the viewer often finds himselfherself wondering what just happened. (LOOK OUT, SPOILER ALERT) And at the end of the movie, when you expect to have a happy ending after being put through so much useless thought to comprehend what is going on, they end up losing. To me, this was a basically terrible movie, wrecked by a camera man with ADHD, and lack of a meaningful meaningful plot.",1,imdb_human,1
1224,"As demonstrated here, the Gpnmb and Tyrp1 iris phenotypes are both individually dependent on tyrosinase function. These results support involvement of abnormal melanosomal events in the diseases caused by each gene. In the context of the inbred D2 mouse strain, the glaucoma phenotype is clearly influenced by more genes than just Gpnmb and Tyrp1. Despite the outward similarity of pigment-dispersing iris disease between D2 and the B6 double-congenic mice, the congenic mice are much less susceptible to developing high IOP and glaucoma. These new congenic strains provide a valuable new resource for further studying the genetic and mechanistic complexity of this form of glaucoma.",1,pubmed_human,1
111,"(CNN) The leader of Yemen's Houthi rebels vowed not to back down on Sunday as a top Saudi military official claimed weeks of airstrikes had significantly weakened the Shiite group. ""Our fighters will not evacuate from the main cities or the government institutions,"" rebel leader Abdul-Malik al-Houthi said in a televised address. ""Anyone who thinks we will surrender is dreaming."" His comments came after more than three weeks of Saudi-led coalition bombings aimed at pushing back the Houthis, who surged into the capital of Sanaa in January and ousted President Abdu Rabu Mansour Hadi from power. Hadi still claims he's Yemen's legitimate leader and is working with the Saudis and other allies to return to his country. Since mid-March, more than 700 people have been killed in violence that shows no sign of slowing, according to figures from the World Health Organization. The Houthis say they have the support of the country's people behind them. ""It's the right of the Yemeni people to stand against the attacks in all possible means as long as the attacks continue,"" Al-Houthi said Sunday. ""After our people move and react against the attacks and killing of children and women, we do not want to hear any voices and cries."" But there are signs of some fracturing among forces loyal to former Yemeni President Ali Abdullah Saleh, many of whom have fought alongside the rebels. Gen. AbdulRahman AlHalili, who leads more than 10,000 troops, has now allied himself with Hadi, military sources said Sunday. Meanwhile, Saudi Brig. Gen. Ahmed Asiri said Sunday that airstrikes had decimated the Houthis' central command by targeting their communications. The rebels, he said, are now holding a defensive stance in besieged areas. Since it began the campaign known as Operation Decisive Storm on March 26, the Saudi-led coalition has launched 2,300 airstrikes, Asiri said. After hours at sea, chaos and desperation in Yemeni city . CNN's Don Melvin and Christine Theodorou contributed to this report.",1,cnn_human,0
18,"A British photographer has captured incredible solar images from an observatory he built in his back garden. Retired engineer, Dave Tyler captured these stunning pictures showing the ferocious activity on the sun's surface during its solar maximum - when the star is at its most active during its 11 year cycle. The amateur snapper is able to capture a wide variety of phenomena from his own home near High Wycombe, including sunspots, solar prominences, coronal loops and solar flares. Scroll down for video . One for the album: A streak of burning gas leaves the sun in this photo by Dave Tyler in his back garden . The 72-year-old designed and built his own observatory in 1977 and now uses powerful telescopes to observe and photograph the solar system. Tyler first became interested in astronomy after seeing the first episode of the BBC's Sky at Night in 1957. He said: 'I had always had a casual interest in astronomy ever since the first Sky at Night. 'However, more than a decade later a friend gave me an old Ross 3 inch refractor which I cobbled onto a camera tripod. Here comes the sun: A magnificent picture of the star which dominates our solar system from December 2014 . 'With this simple device I was able to look at Saturn, which left me truly amazed. 'Like many other amateurs who have had the same experience, I was instantly launched into a life long passion with the subject. 'I am now very aware of my position in the solar system. The sun is awesome and many people do not even realise it is a star. Through my scopes it is an amazing sight.' The sun photographed during its solar maximum which is its most active period during its 11 year cycle . A sunspot captured during the sun's solar maximum by backyard observer Dave Tyler in February . David Tyler and the equipment he uses to take pictures of the sun in High Wycombe, Buckinghamshire . A solar war rages on the sun's surface during its solar maximum on January 15, 2015 . A prominence rising from the sun photographed by Dave Tyler who built his own observatory in his garden . A sun spot is pictured in this photograph taken in March by Mr Tyler . Solar power: A fiery battle rages on the sun's surface on September 2, 2014 . An plane flying through the night sky against the backdrop of the sun which has a visible sun spot . A large sunspot visible on the star's surface during its solar maximum in September 2014 . The 72-year-old designed and built his own observatory in 1977 and now uses powerful telescopes to observe and photograph the solar system . A view of the dome in David Tyler's garden, containing the equipment used to take pictures of the sun .",1,cnn_human,0
1264,"The degree of constraint affects post-implantation kinematics and load transfer. With the Prodisc (3 DOF), the facets were partially unloaded, though the IAR did not match the fixed geometrical center of the UHMWPE. The latter observation suggests joint surface incongruence is developed during movement. With the Charite (5 DOF), the IAR was less variable, yet the facet forces tended to increase, particularly during lateral bending. These results highlight the important role the facets play in guiding movement, and that implant constraint influences facetimplant synergy. The long-term consequences of the differing kinematics on clinically important outcomes such as wear and facet arthritis have yet to be determined.",1,pubmed_human,1
1299,"Grade II pancreatic injuries do not require routine surgical exploration in children. Grade III and IV injuries in this series were treated with expeditious drainage of the pancreatic bed and did not require routine pancreatectomy or endoscopic stent [corrected] placement as some have recommended. Early drainage shortens hospital stay, and outcomes from this therapy are excellent. Pancreatic resection of exocrine defunctionalized segments of pancreas may be performed safely electively after acute injury if necessary, but anecdotal information from this series indicates that too may not be necessary. Grade V injuries often are accompanied by multiple other organ injuries and are associated with a significant mortality rate. A multi-institutional investigation is warranted to reassess optimal therapy for pancreatic injury in children.",1,pubmed_human,1
883,"Jenny Lewis plays an awkward girl called Jade. She smokes and drinks. She doesn't have a lot of friends and she has a nagging mother (Beverly D'Angelo). Jade finds herself growing closer to her mom's boyfriend Billy (Rob Estes), maybe she is attracted to him. Of course, I don't need to tell you what happens after that. This is probably my favorite TV movie. This movie shows that sometimes everyone is to blame. This movie also has the best acting that I have seen in TV movies. Beverly D'Angelo does a really nice job as a sweet and loving but neglectful and blind mother. She couldn't see what was going on under her own roof. Rob Estes is at his best here as the sleazeball. Jenny Lewis is the standout. She seems to be exactly like her character.Everyone seems to love this movie!",1,imdb_human,0
559,"Person1: Tim, you're going to talk about your project and how to lead a greener life. Why did you choose that subject? Person2: Well. We'd learned a lot about the environment in our science lessons, so I decided to see what I could do in my own life rather than just act completely helpless. And I knew the rest of my family would be interested. Person1: Did you find it easy to get information? Person2: Yeah, I discovered there were lots of people at my age trying to be green. I'd always gone to school by car. Catching a bus would be better, but there's no bus where we live. So I've gone for riding my bike to school now. Person1: OK. And what about being green once you're actually at school? Person2: Well, I realized that although all school paper was recycled and most of my friends use both sides of paper. We use huge quantities and I thought we should cut down and then it came to me that we should be sending in most of our work electronically. I'm going to recommend it to our teachers. Person1: And what about the school cafeteria? Person2: One school I've read about has meatless Mondays. It's good to use local produce, too. That something our school already does, but we still have machines with bottled milk, water and juices for sale. And I think we shouldn't have them.",1,dialogsum_human,0
1281,"The infection rate of CRI per thousand days in burn patients is relatively low, while that of CRBSI is relatively high, both resulting in relatively low mortality, and Acinetobacter baumannii is the main pathogen. Total burn area, whether catheterization through wound or not, and duration of catheterization are independent risk factors of CRI in burn patients, and with which its occurrence could be predicted. It is suggested that central venous catheterization should be removed within 5 days, and catheterization through wounds should be avoided as much as possible. If catheterization through wound is unavoidable, removal of the catheter within 7 days is recommended.",1,pubmed_human,1
74,"Sir Vivian Richards believes James Anderson will be remembered as an England great and a worthy heir to Sir Ian Botham. Anderson will earn his 100th Test cap on Monday when England take on the West Indies at the Antiguan ground that bears Richards' name. Four wickets in the game would take him past Botham's national record of 383 Test wickets, making Anderson the most prolific English bowler in history. England's James Anderson plays his 100th Test match in Antigua against the West Indies from Monday . Anderson needs just three wickets to go level with Sir Ian Botham as England's top Test wicket taker . Sir Vivian Richards believes Anderson is a worthy heir to Sir Ian Botham (pictured in August 2014) As one of the greatest batsmen to have lived and a long-time friend of Botham, Richards is well placed to judge the scale of Anderson's achievements and his endorsement is ringing. 'He ranks with the great English fast bowlers, with the Bob Willises, the Ian Bothams and folks like that,' said Richards. 'They made a great mark and for him to be in that category, it's a tribute to him. 'He's done magnificently well. Anderson has got tremendous ability and I guess where he's at now - four wickets away from surpassing the great Sir Ian - is a tribute to the individual and to his professionalism as leader of the bowling attack. 'I captained a lot of great bowlers and I would have liked Anderson too.' Anderson has attempted to divert the attention ahead of his big day, focusing on the team's efforts to come back from a dreadful winter of white ball cricket. Four wickets in the game would take Anderson past Botham's national record of 383 Test wickets . Richards is well placed to judge the scale of Anderson's achievements and his endorsement is ringing . But with Richards' words echoed by Curtly Ambrose, one of the most fearsome fast bowlers to have graced the game, he would be forgiven for getting a touch carried away. Ambrose, speaking at the launch of his new autobiography 'Time to Talk', said: 'I've always liked James Anderson, he is a quality fast bowler. 'To have taken so many wickets in Test cricket is no mean feat because a fast bowler's life is a short one. To be four wickets away from Botham's 383 is a phenomenal achievement. 'I want to wish James all the best for his 100th Test but I hope he doesn't do too well, because I think the West Indies will win.'",1,cnn_human,1
1309,"Based on the ability of an amino-terminal fragment of the beta1 subunit to inhibit activity of an heterodimer consisting only of the catalytic domains (alphacatbetacat), Winger and Marletta (Biochemistry 2005, 44:4083-90) have proposed a direct interaction of the amino-terminal region of beta1 with the catalytic domains. In support of such a concept of ""trans"" regulation of sGC activity by the H-NOX domains our results indicate that the domains within sGC are organized in a way that allows for direct interaction of the amino-terminal regulatory domains with the carboxy-terminal catalytic region. In addition, we constructed ""fluorescent-conjoined"" sGC's by fusion of the alpha amino-terminus to the beta1 carboxy-terminus leading to a monomeric, fluorescent and functional enzyme complex. To our knowledge this represents the first example where a fluorescent protein links two different subunits of a higher ordered complex to yield a stoichometrically fixed functionally active monomer.",1,pubmed_human,1
78,"Jose Mourinho revealed he prepared his Chelsea players to deal with the threat of Manchester United's Marouane Fellaini all week - only to be told by a hotel doorman that the Belgian was not playing. Mourinho planned for Kurt Zouma to man mark Fellaini - with teenager Ruben Loftus-Cheek playing the 6ft 4in midfielder in training. But he feared his tactical master plan was set to be for nothing when the Chelsea boss was told that the Manchester United man was not playing by the doorman at the club's hotel. Marouane Fellaini (right) poses with his twin brother Mansour (right) during his days as an Everton player . Mansour (left) and Marouane (right) look on from the stands during Everton's game Leyton Orient in 2012 . Chelsea manager Jose Mourinho has admitted his side were confused as to whether Fellaini was playing . Mourinho, relaying his conversation with the doorman, said: 'Fellaini doesn't play because he was here to get tickets for the game from Eden Hazard. He was dressed in jeans, this and that'. ' (It) didn't smell well for me. I go to Google and I put 'Fellaini brother'. Images. 'So I go with the pictures to the doorman. I say 'hey, this one or this one?' And he looks 'this one'. 'He's the brother'.' Mourinho said the other Fellaini - his twin brother Mansour - posed for photos as the United player, who had been in the Blues boss' thoughts all week, did start the game at Stamford Bridge which Chelsea won 1-0 to move within two wins of the Premier League title. Indeed, Chelsea could claim the trophy as early as April 29 should they beat Arsenal and Leicester in their next two fixtures. In the end, Fellaini did play at Stamford Bridge, but was dealt with in midfield by Chelsea's Kurt Zouma (left) Zouma (right) had been given a specific tactical brief to stifle the threat of Fellaini (left) during the game .",1,cnn_human,0
841,"Le conseguenze dell'amore (2004) is a beautifully made film that takes small carefully positioned steps towards its ending that need to be savoured in order to be enjoyed. From the contrasting landscapes, to the tightly enclosed world that the hero inhabits, we are taken by the Director and controlled from the very moment we enter the hotel. We, like the hero, will never escape from the suffocating intensity and paradoxical monotony of his criminally driven, Mafia world. That the film resists Mafia stereotypes whilst revelling in them makes it all the more successful. The concrete grave, the inevitable brutal executions and overwhelming maleness are laid bare and exposed for what they are. Just brutality and business, and no more. Life is about being part of the corporate machine that is organised crime and not about love or living for self, family or others. Our hero is indeed a hero in that he gives up his life for the sake of the touch of the beautiful barmaid, the resolution of the misery suffered by his only neighbours in the hotel and in order to escape his decorative prison. The consequences of love are indeed beautiful and brutal at the same time. See it!!",1,imdb_human,1
140,"Ralph Lauren's daughter Dylan and her husband Paul Arrouet have welcomed fraternal twins. The 40-year-old's son Cooper Blue and daughter Kingsley Rainbow were born on Monday via a surrogate, with Dylan and her Paul, 44, confirming to People on Wednesday afternoon that they 'are celebrating the birth of their twins'. A spokesperson for the couple added to the outlet that 'her parents, fashion icons Ralph and Ricky Lauren, are overjoyed to welcome their first grandchildren and witness their daughter usher in the next generation'. Scroll down for video . Baby news: Dylan Lauren and her husbandPaul Arrouet (pictured) welcomedfraternal twins into the world on Monday via a surrogate . Working mother: The new mom, who was photographed at a party thrown by the Hollywood Reporter earlier this month, named her sonCooper Blue and her daughter Kingsley Rainbow . Dylan, who is the founder and CEO of popular confectionery chain Dylan's Candy Bar, revealed in this week's issue of the magazine that she chose a surrogate because it's a 'wonderful option' and it was the way she and her husband always 'wanted to start a family'. During the interview, which took place shortly before the birth of their twins, Dylan noted that she had already come up with a few adorable nicknames picked out for her son and daughter. 'I've been calling them the Twinkies, the MM's and the Doublemint Twins,' she said. 'Good things come in twos.' She also revealed that the twins' nursery was decorated and ready for their arrival well in advance in case her babies were born before their due date - which they were. Family ties: Dylan posed with her older brother Andrew and their parents Ralph and Ricky Lauren in 2006 . Stylish siblings: Dylan and her brother David donned their dad's designs to a party in 2010 . Cooper and Kingsley's new room is covered in pastels, bunnies and complimentary blue and pink gingham, and it's not difficult to figure out where Dylan found her inspiration. 'My favorite holiday is Easter and my favorite animal is the rabbit,' she told Fox News earlier this month. Dylan married Paul, the co-founder of Marblegate Asset Management, in June 2011 at her family's Bedford Estate. The confectionery entrepreneur wore wore a handmade duchesse satin, silk tulle, georgette embroidered dress with a tiered train designed by her father. The 75-year-old designer admitted in an interview with Oprah that year that creating the gown was an emotional experience. 'I had to do something that was better than ever before. When you do something for your family or your daughter, I mean it's the only daughter I have - beautiful girl,' he said.",1,cnn_human,0
1335,"Our data suggest that reproduction does not significantly reduce the predatory efficiency of gravid C. sculpturatus, and that these females can cope with increasing body mass and the physiological costs of gestation. However, the observation that brooding females and females 24 hours FOR did not catch prey within the trial period indicates that maternal care significantly reduces predatory efficiency in these scorpions. Females 28 days FOR were still not as efficient at catching prey as non-gravid and gravid females, suggesting that reproductive costs extend for at least 4 weeks after the end of the maternal care period. Preferential use of an active foraging strategy by brooding females may increase prey encounter rates, allowing the scorpions to more rapidly replenish energy reserves depleted during reproduction. However, active foraging may be energetically costly and increase predation risk for brooding females. Our findings regarding antagonistic interactions between reproduction and feeding in female C. sculpturatus demonstrate the pervasive nature of reproductive costs for viviparous females, and may provide insight on factors that influence the diversity of reproductive strategies observed in nature.",1,pubmed_human,1
897,"This has to be one of the most awfully scripted films I've ever seen. It's basically a remake of The Beast From 20,000 Fathoms (1953), but done with your standard snake-like puppet-monster instead of a sleek Ray Harryhausen creation. Combine the plot of that classic monster movie with the production qualities and acting level of The Creeping Terror and you have an idea of what this movie is like.The movie is dubbed, although by the original actors (I think that the movie was originally dubbed in Italian for that countries audiences, then redubbed for US release), which just makes the movie seem weird...the sounds, like in a Japanese monster movie, just don't quite match properly to the action on the screen, even if the actors' lips are moving properly.Poor Ray Milland...he's certainly come a long way down from The Lost Weekend or Dial M for Murder or any of the number of excellent movies he was in. Add this to his other sci-fi travesties (Panic in the Year Zero, X The Man with X-Ray Eyes) and you can see a once good actor fallen into a Boris Karloff syndrome...stuck doing really bad horror films in foreign countries just for the work.",1,imdb_human,1
511,"Person1: I've had it! I am done working for a company that is taking me nowhere! Person2: So what are you gonna do? Just quit? Person1: That's exactly what I am going to do! I have decided to create my own company! I am going to write up a business plan, get some investors and start working for myself! Person2: Have you ever written up a business plan before? Person1: Well, no, it can't be that hard! I mean, all you have to do is explain your business, how you are going to do things and that's it, right? Person2: You couldn't be more wrong! A well written business plan will include an executive summary which highlights the idea of the business in two pages or less. Then you need to describe your company with information such as what type of legal structure it has, history, etc. Person1: Well, that seems easy enough. Person2: Wait, there is more! Then you need to introduce and describe your goods or services. What they are and how they are different from competitors? Then comes the hard part, a market analysis. You need to investigate and analyze hundreds of variables! You need to take into consideration socioeconomic factors from GDP per capita to how many children on average the population has! All this information is useful so that you can move on to your strategy and implementation stage, where you will describe in detail how you will actually execute your idea. Person1: Geez. Is that all? Person2: Almost, the most important piece of information for your investors will be the financial analysis. Here you will calculate and estimate sales, cash flow and profits. After all, people will want to know when they will begin to see a return on their investment! Person1: Umm. I think I ' ll just stick to my old job and save myself all the hassle of trying to start up a business!",1,dialogsum_human,0
557,"Person1: Amy, what was your first job? Person2: Well, when I graduated from the college in 1998, I worked first as a secretary to the General Manager. That lasted for two years. Then I was promoted the Personnel Manager. Person1: What were your duties? Person2: I was responsible for all personnel matters. Person1: Did you enjoy it? Person2: Well, the people were nice. I liked the people I worked with. But the job was poorly paid. Person1: And how long did you stay there? Person2: Oh, about a year. I left because I wanted to apply for a position in the Sales Department. That's where I work now.",1,dialogsum_human,0
850,"Well, for this abomination of a film, I wasn't expecting anything good. I find Steve Carell annoying, and Bruce Almighty was pretty good but there is absolutely no reason for it to have a sequel. Somehow, this film was even lower than my expectations, even when I didn't have any. Does anyone remember the Disney movie Noah with Tony Danza? Well, let's just say that Evan Almighty completely ripped it off in way too many ways for the movie to remain justifiable. Actually Evan Almighty was had the EXACT same plot outline as Noah, with the exception of a few technicalities, it was nothing but a carbon copy of a far-superior movie that was actually FUNNY. Another thing, did anyone get sick of Wanda Sykes' stupid, unfunny, redundant, one-liners that were literally in every single scene? It was completely ridiculous and just dragged the movie down more and more. Despite the fact that I basically had already seen the film ten years earlier (Noah), Evan Almighty has to be the most predictable movie I've ever seen. I figured out the entire movie from beginning to end within the first five minutes and eventually realized that it was ripping off Noah left and right. In conclusion, if you're a little bit unsure of whether or not you want to see Evan Almighty, and are already sick of Jonah Hill playing the same role in every single movie he's in, liked Bruce Almighty, and don't want to see a predictable, dry, unfunny movie with Steve Carell trying to act like Jim Carrey, then please, don't see this piece of garbage.",1,imdb_human,1
912,"I watched this movie with big expectations. The blurb on the back indicated that this was going to be a nasty one. But it was pretty tame and a little unsatisfying. The violence was nothing I haven't seen a thousand times before, the gore level was only average (mind you there was probably more than what has been seen in Hollywood in the last 5 years - perhaps more), and at no stage was I even feeling uneasy let along frightened. Again a CAT 3 movie with big wraps, has not lived up to its hype.Sure hire this movie, but don't go in with any expectations. I am so keen to get into the whole Asian horror scene, but am continuously disappointed. I did love Ichi, and Audition, but then again, Miike stands alone at the moment.Please inspire me..... there is a large cluster of jaded genre fans who are starved of quality horror!",1,imdb_human,1
874,"Well I guess I know the answer to that question. For the MONEY! We have been so bombarded with Cat In The Hat advertising and merchandise that we almost believe there has to be something good about this movie. I admit, I thought the trailers looked bad, but I still had to give it a chance. Well I should have went with my instincts. It was a complete piece Hollywood trash. Once again proving that the average person can be programed into believing anything they say is good, must be good. Aside from the insulting fact that the film is only about 80 minutes long, it obviously started with a moth eaten script. It's chock full of failed attempts at senseless humor, and awful pastel sceneries. It jumps all over the universe with no destination nor direction. This is then compounded with, ............................yes I'll say it, BAD ACTING! I couldn't help but feel like I was watching ""Coffee Talk"" on SNL every time Mike Myers opened his mouth. Was the Cat intended to be a middle aged Jewish woman? Spencer Breslin and Dakota Fanning were no prize either, but Mr. Myers should disappear under a rock somewhere until he's ready to make another Austin Powers movie. F-, no stars, 0 on a scale of 1-10. Save your money!",1,imdb_human,1
199,"A Georgia road about 125 miles away from where Duane Allman died nearly 45 years ago took the life of one of the Southern rockers who played on the hit dedicated to the Allman Brothers guitarist. The former drummer and a founding member of the Southern hard rock band Lynyrd Skynyrd, Robert 'Bob' Burns Jr, died late Friday in a single-vehicle crash near Cartersville, Georgia. Burns' vehicle went off the road just before midnight as it approached a curve, striking a mailbox and a tree, Georgia State Patrol spokeswoman Tracey Watson said. The former drummer of the Southern hard rock band Lynyrd Skynyrd, Robert 'Bob' Burns Jr, died late Friday . Burns' vehicle went off a road just before midnight as it approached a curvenear Cartersville, Georgia . Burns was one of five people who founded the band in Jacksonville, Florida, and played on its first two albums . Burns, 64, was killed in the wreck. He was not wearing a seatbelt. Cartersville is about a two hour drive away from where Allman was killed after he crashed his motorcycle into a truck outside of Macon, Georgia, when he was just 24. After Allman's untimely death. the members ofLynyrd Skynyrd dedicated their song Free Bird to his memory. Burns was one of five musicians who founded the band in Jacksonville, Florida, and played on its first two albums. While Burns was with the group, it recorded other hits like Sweet Home Alabama, Gimme Three Steps, Simple Man and Don't Ask Me No Questions. Cartersville is about 125 miles away from Macon, Georgia, where Duane Allman died in a 1971 motorcycle crash . He left the group in 1974 because he was 'overwhelmed by life on the road', theCartersville Patch reported. Burns continued to play for fun or in guest appearances nationally, said his father, Robert Burns Sr. Early on, the group played in the Burns' family garage. Three other band members were previously killed in a plane crash in 1977. The elder Burns said: 'He was a product of his mother, so far as manners is concerned. 'He had the manners that would suit the King of England. 'Very soft-spoken and extremely well-mannered person to come out of that kind of industry.' The single-vehicle accident remains under investigation and weather may have played a factor.",1,cnn_human,0
881,"Before going any further, I have to admit that I only saw the first episode of this show. If I had the time, I might have considered watching it every week, if only to see how the season played out. However, it was very clear to me from the beginning that Martha Stewart's version of ""The Apprentice"" just doesn't ""fit in."" Martha Stewart made a career of being a happy homemaker, a domestic diva of the likes of Oprah Winfrey and Julia Child. It was only since her scandalous legal troubles and subsequent incarceration that her public image began to reflect the true roughness of her character. Sure, she was compelling for a while, and this entire series poses the interesting question of what it means to be a woman in business. Does she have to come off as cold and tough? Shouldn't she?But the truth was, by the time Stewart came out of prison, her attempts for a public comeback, though certainly warranted, were never going to seize viewers' interest for very long. Perhaps a true comeback would have worked had she returned home peacefully and waited a year or so after her often mocked ankle bracelet was removed. Instead, she frantically dove into overkill with 2 series at once, the other being her syndicated daytime series Martha, much like her old show, but more mainstream, with famous guests like Bette Midler. Of course, even at her peak Stewart was never mainstream, so it's too much to ask that American audiences immediately accept her foray into reality TV. Maybe America wants Stewart to make a comeback on her own rather than be the basis for it.The show was basically a tired retread of Trump's ""Apprentice,"" which still holds my interest, depending on the tasks, the cast, and Trump's firing decisions (often controversial - likely for that reason). The letter bit was certainly not cliche but obnoxious in the least. The fact that Stewart never says, ""You're fired!"" - mentioned in the message board on this site - is particularly distressing. Producer Mark Burnett should be admired for dealing with Stewart's jail time honestly while trying to make her a hero, but the truth is that anyone watching can tell that she's basically trying to put on a show of being this nice businesswoman. Again never mainstream, Stewart lacks the agreeability and identifiability of Oprah Winfrey and the admirable, charismatic ""toughness"" of Donald Trump. Yes, this can be a gender-biased assessment of her character, but I mean it to be more about the nature of her business.It comes as no shock that Stewart has been fired, but I wonder if they really always intended it to only last for one season?",1,imdb_human,1
519,"Person1: Stand back from the door, please. Let the passengers off. You can't get on until the other passengers get off. Person2: How much is the fare, please? Person1: One dollar. Drop it in the box. Move to the rear of the bus. There are plenty of seats in the rear. Person2: Wait. I want to ask you if this bus goes down Fifth Avenue as far as Greenwich Village. Person1: That's right. Move along, please. There are more people waiting to get on. Move to the rear. Person2: I thought this bus Went down Park Avenue. Person1: No, that's the number l that goes down Park Avenue. This is the number 2. Person2: But I thought this was the right bus to go to Washington Square Park. Person1: It is. Get in. please. You're holding everyone up. You can't miss Washington Square Park. Person2: Would you tell me when we get there? Person1: It would be better if you watched out for yourself. I might forget.",1,dialogsum_human,0
1259,"Secondary operators, typically trauma surgery attendings, traumacritical care fellows, or senior surgical residents, function as mentors in academic institutions and act as role models. Secondary operators participated in many of the studied cases, yet failed to demonstrate consistent use of MBP. In elective central venous catheter placement, those where there was the greatest opportunity to follow MBP, we observed a statistically significant difference in compliance rate between the primary and secondary operators. The study suggests the need to address the performance of the secondary operators and to educate them, as although they may be technically experienced in placing central venous catheters, they may comply less consistently with MBP.",1,pubmed_human,1
99,"What if they come fifth? Manchester City may have big plans to revamp the team in the summer, with Yaya Toure and Samir Nasri among the high-profile casualties, but what if Liverpool reel them in over the next six matches? City are four points clear and have a superior goal difference, which equates to five, yet undoubtedly they are vulnerable. For a team playing this poorly no run-in is easy and matches against the much-improved Aston Villa and even Queens Park Rangers can no longer be viewed with certainty. Yaya Toure (centre) has been a shadow of the player who fired Manchester City to last season's title . Manuel Pellegrini (second right) trudges off the pitch after Manchester City were beaten by Crystal Palace . Future opponents Swansea City and Southampton have little to play for - yet neither did Crystal Palace. The long-term plan is plain: Pep Guardiola, at his convenience, probably in 2016. Yet where will City be by then? An overhaul of playing personnel is due, but there has been scant evidence Manuel Pellegrini or director of football Txiki Begiristain are adept at identifying replacements. Eliaquim Mangala was supposed to be a different class to Joleon Lescott, but the Premier League's most expensive defender cannot command a place in the team; Stevan Jovetic is no Carlos Tevez; Fernando no great upgrade on Gareth Barry or Nigel de Jong. Toure is in obvious decline, but his influence on City's two title winning seasons was huge. Can Pellegrini and Begiristain be trusted to find a replacement capable of Toure's impact? Not on the evidence of their recent signings. Jesus Navas? Martin Demichelis? Even Fernandinho is not as good as he was at Shakhtar Donetsk. The powers that be at City are waiting for Pep Guardiola to leave Bayern Munich for Manchester . And what if City are caught and condemned to the Europa League? What happens to this lavish rebuilding plan then? Take away the Champions League money and City's financial capacity is not really much greater than Tottenham's. Pellegrini has performed weakly this season and keeping him on another year while marking time for Guardiola is a giant gamble. Roberto Mancini got City into the elite in the nick of time with the financial fair play regulations about to be introduced. Locked outside, City's capacity to improve would be severely limited. Would Guardiola even come in those circumstances? Great manager he may be, but not one that has shown any burning desire to work off the same budget as Everton.",1,cnn_human,1
892,"OK from the point of view of an American, who i assume do not know much about rugby this would be an amazing film for them.First of all its got heart, good morals the typical good coach trying to change the bad boy. HOWEVER to us where I come from rugby is the number one sport, it is a way of life it is a game played only by the bravest and the victorious are hailed like heroes as though Americans do for their baseballbasketball stars. Am not really sure if it was the cheap budget or the maybe the director or actors knew very little about rugby and being a rugby fan my whole life i can see than some of the actors didn't even knew rugby existed before acting in this movie. In summing up to me this movie was terrible. If you watch it and thought it was great please make time to go online and maybe Google ""All Blacks"" this is new Zealand's national team and the ones who made the haka famous. Believe me they will make the Highlands boys look like school girls.",1,imdb_human,1
828,"A good documentary reviewing the background behind our societies oil addiction, the problem concerning our present energy usage and finally discusses the effects of the coming energy deficit originating from the peak oil production problem.This movie should be educated to all students as part of their education. Show it to your children, parents, relatives and friends. They will thank you eventually.After reviewing the contents of this documentary and comparing its mentioned sources I would say that the facts in this movie are well scientifically supported.",1,imdb_human,1
